Code Smell,Project,Package,Class,Method,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Large Class,MediaBrowser.Common,MediaBrowser.Common.Extensions,HttpContextExtensions,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,97,2,118,0,0,0,0,0,2,0,0,12,11,0,0,0,0,1,0,0,0,0,0
Large Class,MediaBrowser.Common,MediaBrowser.Common.Extensions,ShuffleExtensions,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,48,97,1,118,0,0,0,0,0,2,0,0,12,11,0,0,0,0,1,0,0,0,0,1
Large Class,MediaBrowser.Common,MediaBrowser.Common.Json.Converters,JsonPipeDelimitedArrayConverterFactory,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,97,2,118,0,0,0,0,0,2,0,0,26,24,0,0,0,0,1,0,0,0,0,0
Large Class,MediaBrowser.Common,MediaBrowser.Common.Net,IPHost,,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,48,97,5,118,0,0,0,0,0,13,0,0,49,39,0,0,0,0,1,0,0,0,2,2
Large Class,MediaBrowser.Common,MediaBrowser.Common.Plugins,LocalPlugin,,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,48,97,5,118,0,0,0,0,0,5,0,0,14,13,0,0,0,0,1,0,0,0,1,2
