Code Smell,Project,Package,Class,Method,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Feature Envy,GitUI,GitUI.CommandsDialogs.BrowseDialog,GitStatusMonitor,Init(IGitUICommandsSource commandsSource),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,717,1759,3,4114,0,0,0,0,0,10,0,0,120,55,0,0,0,0,1,0,0,0,8,17
Feature Envy,GitUI,GitUI.CommandsDialogs,FormSparseWorkingCopy,BindSaveOnClose(FormSparseWorkingCopyViewModel sparse),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,717,1759,7,4114,0,0,0,0,0,9,0,0,1221,347,0,0,0,0,1,2,2,0,1,1
Feature Envy,GitUI,GitUI.Editor,CommitMessageHighlightingStrategy,"MarkTokens(IDocument document, IList<LineSegment> lines)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,717,1759,0,4114,0,0,0,0,0,1,0,0,158,54,0,0,0,0,2,3,2.6363636363636362,0,0,3
